company_row_index_in_original,company_text,rank,insurance_label,score
6701,the sinton barbershop is a barber shop located in sinton texas united states | barbershop services hair styling personal care services | services | barber shops | barber shops,1,pet grooming services,0.2860668897628784
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,3,non structural steel fabrication,0.3517339825630188
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,4,fencing construction services,0.32345449924468994
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,5,welding services,0.3171837627887726
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,6,fire safety equipment services,0.3141852617263794
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,7,trim manufacturing,0.3115808665752411
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,8,tent manufacturing services,0.30439773201942444
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,9,field welding services,0.30239513516426086
5376,gunfighter design custom knives is a company that specializes in designing and handcrafting custom knives and tools for hunting fishing and outdoor use the company was founded by a marine scout sniper and green beret sniper who believes that knives are one of the most important tools in the world they offer a variety of options for survival knives edc knives hunting knives and combat knives all of which are unique and specifically made to order customers can choose their blade finish handle material serial number and sheath and the company also offers custom cerakote and deep etching services lead times for custom designed knives are currently 4 6 months the founder of the company has over 25 years of experience working with steel building designing and fabricating elaborate chassis and suspensions | veterinary knives pops mk2p knife greenside knife axe wax veteran made knives custom leather sheaths manufacturer handcrafted functional art | manufacturing | kitchen furniture equipment | metal kitchen cookware utensil cutlery and flatware except precious manufacturing,10,cabinetry manufacturing,0.29320698976516724
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,1,livestock dealer services,0.4313966929912567
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,2,e commerce services,0.4159817695617676
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,3,market research services,0.40901124477386475
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,4,marketing services,0.3974660634994507
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,5,online marketing services,0.36687636375427246
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,6,dairy production services,0.3482016921043396
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,7,textile manufacturing services,0.31927788257598877
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,8,stakeholder services,0.30825525522232056
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,9,welding services,0.3076000511646271
519,the three traders team is a company that specializes in providing services related to trading they offer a range of products and services in this field | online education blogging platform educational courses educational services live classes | education | driving schools | automobile driving schools,10,digital marketing services,0.307489275932312
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,1,physical therapy services,0.37775975465774536
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,2,medical gas installation services,0.33223170042037964
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,3,occupational health services,0.29402703046798706
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,4,accessory manufacturing,0.28389254212379456
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,5,health and safety consulting,0.28381800651550293
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,6,training services,0.28089603781700134
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,7,human resources services,0.27456414699554443
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,8,consulting services,0.2716386318206787
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,9,stationery manufacturing,0.2705709934234619
8056,aday medical is a turkish medtech company that specializes in the development and sale of radiofrequency based technologies for pain management they offer radiofrequency ablation rfa systems used by physicians to treat patients with chronic pain rfa is a versatile outpatient procedure that is often used prior to scs in the treatment continuum for chronic pain and has a multi decade track record of providing relief for patients aday medical aims to improve patient outcomes and make pain relief accessible through their ever expanding medical device portfolio in the field of neuromodulation and pain management which includes radiofrequency technology | neuromodulation pain management services medical equipment manufacturing radiofrequency pain control medtech | manufacturing | medical supply manufacturers | electromedical and electrotherapeutic apparatus manufacturing,10,health promotion services,0.26833927631378174
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,1,gas manufacturing services,0.3166588544845581
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,2,asphalt production services,0.27541446685791016
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,3,tank installation services,0.2724166810512543
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,4,carpet manufacturing services,0.25514519214630127
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,5,accessory manufacturing,0.2547382712364197
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,6,livestock dealer services,0.24286191165447235
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,7,gas installation services,0.24102333188056946
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,8,textile manufacturing services,0.23406019806861877
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,9,apparel manufacturing,0.22329410910606384
4566,the شیراز پیکان is an auto parts store located in shiraz fars province iran the store specializes in providing various automotive parts and accessories | online shopping automotive parts retailer | retail | auto parts store | automotive parts and accessories retailers,10,window and door manufacturing,0.21394845843315125
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,1,technology consulting,0.47496265172958374
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,2,consulting services,0.4685128331184387
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,3,digital marketing services,0.42134734988212585
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,4,quality assurance services,0.4053117632865906
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,5,management consulting,0.39710402488708496
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,6,marketing services,0.3787872791290283
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,7,environmental consulting,0.3734525144100189
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,8,commercial electrical services,0.36103296279907227
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,9,online marketing services,0.35757362842559814
2648,clear telcom advisors is a telecommunications consulting company based in dallas texas that specializes in providing network service evaluation negotiation and management services to its clients the company has partnered with top carriers in the industry to offer a streamlined approach to its services clear telcom consultants takes a consultative approach to make sound recommendations for its clients voice and data connectivity needs and negotiates aggressively on their behalf to get the best prices for their services additionally the company offers centralized billing services and routine audits to ensure that clients are always paying the appropriate rates for the services under contract | billing audits voice and data connectivity recommendations savings and spending analysis high level technical reviews projected savings options telecom consulting services | services | telecommunications | telecommunications resellers,10,business development services,0.3552621901035309
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,1,pharmaceutical manufacturing,0.4247579574584961
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,2,laboratory services,0.33570045232772827
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,3,ice production services,0.30309027433395386
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,4,chemical manufacturing,0.28945550322532654
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,5,grain processing services,0.2792362868785858
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,6,pet food manufacturing,0.2755105197429657
